[0.000000] (-) TimerEvent: {}
[0.000180] (-) JobUnselected: {'identifier': 'roberto'}
[0.000251] (-) JobUnselected: {'identifier': 'roberto_gesture_detection'}
[0.000310] (-) JobUnselected: {'identifier': 'roberto_lidar'}
[0.000519] (-) JobUnselected: {'identifier': 'roberto_nav_punto'}
[0.000584] (-) JobUnselected: {'identifier': 'roberto_nav_ruta'}
[0.000751] (-) JobUnselected: {'identifier': 'roberto_person_detection'}
[0.000819] (roberto_mundo) JobQueued: {'identifier': 'roberto_mundo', 'dependencies': OrderedDict()}
[0.246899] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//worlds/roberto.world\n'}
[0.247179] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps\n'}
[0.247520] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.pgm_Zone.Identifier\n'}
[0.247703] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.pgm\n'}
[0.248039] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.yaml_Zone.Identifier\n'}
[0.248239] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.yaml:Zone.Identifier\n'}
[0.248422] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.yaml\n'}
[0.248591] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.pgm:Zone.Identifier\n'}
[0.248760] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include/\n'}
[0.248991] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp:Zone - Copy.Identifier\n'}
[0.249126] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.249339] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp:Zone.Identifier\n'}
[0.249563] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp:Zone.Identifier\n'}
[0.249744] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp:Zone.Identifier\n'}
[0.250058] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp_Zone - Copy.Identifier_Zone.Identifier\n'}
[0.250288] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp_Zone.Identifier\n'}
[0.250548] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp_Zone - Copy.Identifier\n'}
[0.250783] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp_Zone.Identifier\n'}
[0.250966] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp:Zone.Identifier\n'}
[0.251160] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.251332] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp:Zone - Copy.Identifier:Zone.Identifier\n'}
[0.251614] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp\n'}
[0.251853] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp_Zone - Copy.Identifier_Zone.Identifier\n'}
[0.252026] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp\n'}
[0.252161] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp\n'}
[0.252331] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp\n'}
[0.252640] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp:Zone - Copy.Identifier:Zone.Identifier\n'}
[0.252941] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.253236] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp\n'}
[0.253450] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp:Zone - Copy.Identifier\n'}
[0.253621] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.253916] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.254121] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp\n'}
[0.254299] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp:Zone.Identifier\n'}
[0.254631] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp_Zone - Copy.Identifier\n'}
[0.254831] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.255041] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp:Zone.Identifier\n'}
[0.255237] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.255384] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.255532] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp_Zone.Identifier\n'}
[0.255724] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp_Zone.Identifier\n'}
[0.255842] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp_Zone.Identifier\n'}
[0.256013] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp_Zone.Identifier\n'}
[0.256145] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/ament_index/resource_index/package_run_dependencies/roberto_mundo\n'}
[0.256324] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/ament_index/resource_index/parent_prefix_path/roberto_mundo\n'}
[0.256451] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/ament_prefix_path.sh\n'}
[0.256629] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/ament_prefix_path.dsv\n'}
[0.256944] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/path.sh\n'}
[0.257167] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/path.dsv\n'}
[0.257688] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.bash\n'}
[0.257890] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.sh\n'}
[0.258087] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.zsh\n'}
[0.258237] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.dsv\n'}
[0.258373] (roberto_mundo) StdoutLine: {'line': b'-- Installing: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/package.dsv\n'}
[0.258557] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/ament_index/resource_index/packages/roberto_mundo\n'}
[0.258763] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/ament_cmake_export_include_directories-extras.cmake\n'}
[0.258926] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/ament_cmake_export_dependencies-extras.cmake\n'}
[0.259091] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/roberto_mundoConfig.cmake\n'}
[0.259264] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/roberto_mundoConfig-version.cmake\n'}
[0.259390] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/package.xml\n'}
[0.259533] (roberto_mundo) CommandEnded: {'returncode': 0}
[0.266482] (roberto_mundo) JobEnded: {'identifier': 'roberto_mundo', 'rc': 0}
[0.267746] (-) EventReactorShutdown: {}
