[0.000000] (-) TimerEvent: {}
[0.000292] (-) JobUnselected: {'identifier': 'roberto'}
[0.000361] (-) JobUnselected: {'identifier': 'roberto_gesture_detection'}
[0.000962] (-) JobUnselected: {'identifier': 'roberto_lidar'}
[0.001027] (-) JobUnselected: {'identifier': 'roberto_nav_punto'}
[0.001068] (-) JobUnselected: {'identifier': 'roberto_nav_ruta'}
[0.001107] (-) JobUnselected: {'identifier': 'roberto_person_detection'}
[0.001147] (roberto_mundo) JobQueued: {'identifier': 'roberto_mundo', 'dependencies': OrderedDict()}
[0.234801] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//urdf/common_properties.urdf:Zone.Identifier:Zone.Identifier\n'}
[0.235022] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//urdf/turtlebot3_burger_cam.urdf:Zone.Identifier\n'}
[0.235121] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//urdf/turtlebot3_burger.urdf:Zone.Identifier\n'}
[0.235349] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//urdf/turtlebot3_burger.urdf:Zone - Copy.Identifier:Zone.Identifier\n'}
[0.235594] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//worlds\n'}
[0.235757] (roberto_mundo) StdoutLine: {'line': b'-- Installing: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//worlds/distribution_center.world\n'}
[0.235909] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//worlds/roberto.world\n'}
[0.236141] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps\n'}
[0.236410] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.pgm_Zone.Identifier\n'}
[0.236832] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.pgm\n'}
[0.237148] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.yaml_Zone.Identifier\n'}
[0.237298] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.yaml:Zone.Identifier\n'}
[0.237449] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.yaml\n'}
[0.237729] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo//maps/mapadelmundo.pgm:Zone.Identifier\n'}
[0.237907] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include/\n'}
[0.238080] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp:Zone - Copy.Identifier\n'}
[0.238323] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.238565] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp:Zone.Identifier\n'}
[0.238749] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp:Zone.Identifier\n'}
[0.239058] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp:Zone.Identifier\n'}
[0.239206] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp_Zone - Copy.Identifier_Zone.Identifier\n'}
[0.239350] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp_Zone.Identifier\n'}
[0.239504] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp_Zone - Copy.Identifier\n'}
[0.239652] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp_Zone.Identifier\n'}
[0.239859] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp:Zone.Identifier\n'}
[0.240006] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.240271] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp:Zone - Copy.Identifier:Zone.Identifier\n'}
[0.240452] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp\n'}
[0.240661] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp_Zone - Copy.Identifier_Zone.Identifier\n'}
[0.240957] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp\n'}
[0.241115] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp\n'}
[0.241275] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp\n'}
[0.241429] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp:Zone - Copy.Identifier:Zone.Identifier\n'}
[0.241615] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.241927] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp\n'}
[0.242171] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp:Zone - Copy.Identifier\n'}
[0.242432] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.242686] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_bar_plugin.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.242862] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp\n'}
[0.243022] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp:Zone.Identifier\n'}
[0.243168] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp_Zone - Copy.Identifier\n'}
[0.243328] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp_Zone.Identifier_Zone.Identifier\n'}
[0.243616] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//traffic_light_plugin.hpp:Zone.Identifier\n'}
[0.243774] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.243902] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp:Zone.Identifier:Zone.Identifier\n'}
[0.244064] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacles.hpp_Zone.Identifier\n'}
[0.244221] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//turtlebot3_drive.hpp_Zone.Identifier\n'}
[0.244334] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle1.hpp_Zone.Identifier\n'}
[0.244471] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/include//obstacle2.hpp_Zone.Identifier\n'}
[0.244625] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/ament_index/resource_index/package_run_dependencies/roberto_mundo\n'}
[0.244807] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/ament_index/resource_index/parent_prefix_path/roberto_mundo\n'}
[0.245058] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/ament_prefix_path.sh\n'}
[0.245307] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/ament_prefix_path.dsv\n'}
[0.245560] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/path.sh\n'}
[0.245883] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/environment/path.dsv\n'}
[0.246153] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.bash\n'}
[0.246393] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.sh\n'}
[0.246521] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.zsh\n'}
[0.246647] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/local_setup.dsv\n'}
[0.246793] (roberto_mundo) StdoutLine: {'line': b'-- Installing: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/package.dsv\n'}
[0.246959] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/ament_index/resource_index/packages/roberto_mundo\n'}
[0.247081] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/ament_cmake_export_include_directories-extras.cmake\n'}
[0.247252] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/ament_cmake_export_dependencies-extras.cmake\n'}
[0.247445] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/roberto_mundoConfig.cmake\n'}
[0.248389] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/cmake/roberto_mundoConfig-version.cmake\n'}
[0.248564] (roberto_mundo) StdoutLine: {'line': b'-- Up-to-date: /root/ROS2/Roberto/install/roberto_mundo/share/roberto_mundo/package.xml\n'}
[0.248868] (roberto_mundo) CommandEnded: {'returncode': 0}
[0.254848] (roberto_mundo) JobEnded: {'identifier': 'roberto_mundo', 'rc': 0}
[0.256004] (-) EventReactorShutdown: {}
